userid	product	review
A3BYZQV61VUEUE	B000OGTRC2	so far so good
A1PSMYFNVAQY3O	B000OGTRC2	sad they never finished it
A1OMSCVLJBXCTN	B000OGTRC2	a decent show
A33UL9XBKBB2H9	B000OGTRC2	not bad but
A3TFB8AFSU4KWN	B000OGTRC2	got better as the season went on
A374HQESYR9N5Q	B000OGTRC2	awesome season
A1PPJEE2QRCCHV	B000OGTRC2	compelling show
A1T2Y6NBZ5IFE	B000OGTRC2	decent
AO0A7FJH56H17	B000OGTRC2	decent show
A3KX8D6NEZN50Z	B000OGTRC2	one of tvs best show
ASBANFQ4GKWHY	B000OGTRC2	jericho season 1
A1VMZ0EK5YH02T	B000OGTRC2	great show
A6VXZ1EEPRTLV	B000OGTRC2	riveting edgy thought-provoking serial television
AVPMZVA9BZ951	B000OGTRC2	great series
A5UAPMPTCE7UH	B000OGTRC2	what would you do if this were to happen
AT765ZH0OCYKF	B000OGTRC2	story line is good but the writing so so
A1NVD3I2WKP495	B000OGTRC2	believable post apocaliptic drama
A1BY8N1NM33XGJ	B000OJFV3S	the tudors
A1CQGAPQMN41LV	B000OJFV3S	file under 'guilty pleasure'
A2DH6A8D1296XC	B000OJFV3S	love this series
A371XPHV4CKKOH	B000OJFV3S	the tudors
ANX5EWEO7Q42S	B000OJFV3S	this is good
AI1IMWOZBQK0E	B000OJFV3S	not interested
A2WEB42TR2IU8Q	B000OJFV3S	interesting drama
A2CVP31XTYSZFE	B000OJFV3S	the rock-star monarch
A3R90OGE1EACZE	B000OJFV3S	life in the time of the tudors
A338X0EGA7MO2T	B000OJFV3S	henry viii was a monster
A3H1AKVL179TQR	B000OJFV3S	the tudors
A1U11PS71ML0YJ	B000OJFV3S	good fun if nothing else
A2TI9JS73ONOIQ	B000OJFV3S	great show
A3RR7O7EM42B5I	B000OJFV3S	a visual feast of costumes settings but definitely r rated due to sex and violence
A1PZIMLWU6IPZ0	B000OJFV3S	too risque
A23XJX511E1NML	B000OJFV3S	sexy
AOWTY4IORD5GG	B000OJFV3S	amazing performances in the tudors
ACCZJHQKB7S9A	B000OJFV3S	great costume diversion
AT6C6FXDKJ317	B000OJFV3S	how much sex is too much for a show
A3SO0GDQZ8Q8NB	B000OJFV3S	close to accurate
A2AYQ8F5OLCFVV	B000OJFV3S	i love it
ATBUR4A7YCN09	B000OJFV3S	history enlivened
A3A4WQL80WOTMH	B000OJFV3S	brilliant
A3QJU4FEN8PQSZ	B000OJFV3S	fun but not to be mistaken for actual history
A2GPN2VKS8E77C	B000OJFV3S	interesting series however
A2L2HNYS5MD1BU	B000OJFV3S	love the tutors
A7FLQ9F7LEB8X	B000OJFV3S	beat show ever loved it
A32B6XWNR55SRL	B000OJFV3S	this is entertainment not a history lesson
A2CN77LGEW49Y6	B000OJFV3S	good writing acting and cinematography
A3K5ADG5TFUUBL	B000OJFV3S	amazing insight into the mind of henry the viii
A2Z3CR9VD43QKK	B000OJFV3S	great movie
AYIYDQVHCFUFU	B000OJFV3S	monumental prepare for binge viewing
A7I1Z1E0I4YD9	B000OJFV3S	tudors
A1WTP99BOA0PGA	B000OJFV3S	tons of historical inaccuracy great period piece
A1S6E1LCH3RM1B	B000OJFV3S	loved the tudors
AQB803390R3DW	B000OJFV3S	quite entertaining despite historical liberties
A2ZDIA3PAZUJU	B000OJFV3S	not bad
A356RFKNIG043B	B000OJFV3S	amazingly boring
A2R0JNWS3JEYQP	B000OJFV3S	great series
A2D49E9G59GANE	B000OJFV3S	a tv series that a i watch over and over again
A2JTGAACU9RRY0	B000OJFV3S	omg this is so good
A25KKXUQQ0OLWB	B000OJFV3S	the tudors is just plain fun
A3KEZLJ59C1JVH	B000OJFV3S	flawed but fun
A1SWXIWBKI78QI	B000OJFV3S	pretty good
A153NZD2WZN5S3	B000OJFV3S	a brutal history alive
A2HPMOU7UUPPIE	B000OJFV3S	the tudors season
AYBL30P5NXNZ4	B000OJFV3S	henry 8th's younger years
AJHMH6ZL767MB	B000OJFV3S	fascinating
AJKWF4W7QD4NS	B000OJFV3S	an entertaining if not always historically accurate portrait of henry viii
A21I2ZUCY9S5ZX	B000OJFV3S	love the tudors
A6W9C3UEJUFR0	B000OJFV3S	great am watching again
A306TEQ12EFPTC	B000OJFV3S	enjoyable possibly historical
AJRFZ0VZ0LD26	B000OJFV3S	who can resist king henry viii
A2XRMQA6PJ5ZJ8	B000OJFV3S	magnificent a fine telling of a critical period of english and western history
A1PTS54TAODFH6	B000OJFV3S	fine entertainment
A3SDWTUKE4P5Q1	B000OJFV3S	a game of thrones for showtime
A32NR7LJCXYTZV	B000OJFV3S	great stuff
A3FL6CIO8QIJ2F	B000OJFV3S	'an epic saga
AW5CPISAABDYE	B000OJFV3S	yea this and romney will ingratiate us with our friends
A32KSZ8V0TD216	B000OJFV3S	well acted
A18758S1PUYIDT	B000OJFV3S	tolerable but lots of missed potential
A2UQA8J9YBI0SB	B000OJFV3S	entertaining history
A2ZHSORK1HHYTT	B000OJFV3S	excellent
A3EFQNLPCV5XNV	B000P56MYS	great season
A1XF0Z3255XNPP	B000P56MYS	this season of the shield is as good as any other season and i loved them all
A1IM761LXXSCMZ	B000P56MYS	watch it for a great series
AD4FHGSYV8Y0E	B000P56MYS	the hard hitting pace keeps churning
A206FTHP338KNF	B000P56MYS	awesome
AX5ZFU92MGAZB	B000P56MYS	starting to get a little overdone
A3M4JJQ9NVCW45	B000P56MYS	breaking ground visceral tv
A1LPKQWRHTAHQN	B000P56MYS	one the best series ever made
A2E7W2XGXMG6RU	B000P56MYS	vic tries to keep clean
A3SOO5M2QEXWL0	B000P56MYS	wish this series continued forever
A1PGC1GEBY9CZU	B000P56MYS	turncoats amongst us
A2HW33PQSRHLNO	B000P56MYS	i'm just the face of the decision
A84SIUM0F6E8H	B000P56MYS	the shield season six
A3F80XTFQWCG8X	B000P56MYS	great series
A1OXJYR350GASZ	B000P56MYS	closer to the end
A3PMPQFUM7HSKJ	B000P56MYS	great tv series
A1K9IW99EFBZ52	B000P56MYS	power plays and failed ambitions in the penultimate season
AHYJONIS0LE1X	B000P56MYS	visit the dark side
A1F75QQEQ00OLD	B000P56MYS	murder among friends
A2I2KMAA9CZB5F	B000P56MYS	keeps getting better
A2FM7PHQLI7XAR	B000P56MYS	the shield
A15VFMU0WO8ED2	B000P56MYS	pretty good season
A1XXFXNL0TDS5X	B000P56MYS	very good crime show good writing acting
AYGSKMMMTZFCA	B000P56MYS	this show is off the hook
A3F6ZN38TD43UN	B000P56MYS	great series
A1Y3V6WR3EP9W3	B000P56MYS	i liked it
A5TZXWU8AALIC	B000P56MYS	a show where out of control is business as usual
A3FPUZ4BWR4JC3	B000P56MYS	gore greed grime - what's not to like
A10YN80D61PHYP	B000P56MYS	worth the time
A2AUKFUKCPXI4S	B000P56MYS	five stars
A2ZHSORK1HHYTT	B000P56MYS	terrible ending
AH3A6NIEHFLZQ	B000P56MYS	lies and cover ups
A281387UUS2IN5	B000RLA1KQ	is that really the reason
A3LIGGDQCKZMWT	B000RLA1KQ	bob hope mgm movie legends collection
A2VJ80PM1G00QV	B000RLA1KQ	one of the best of hope's late films
A3CRNB557EW50L	B000RLA1KQ	newer bob hope movies
A1QH97JK6ZQC2H	B000RLA1KQ	phyllis diller on a motorcycle
A6VXZ1EEPRTLV	B000RLA1KQ	a nice selection and fine introduction to bob hope's movie career if you can find it
AGPTXSO5FLVYQ	B000S9FEFY	enjoy the series
A1027NYJQW8T57	B000S9FEFY	the closer no ka oi
A3FZGDI9RI5HZK	B000S9FEFY	good crime stories and lots of crazy humor
A3B93EERKGZKCO	B000S9FEFY	excellent
A11D3FT0XHBU46	B000S9FEFY	love it
AYIRGNGHDCL7P	B000S9FEFY	another great chapter
A3EUSH8DPW75LR	B000S9FEFY	excellent
A2BWS0S0VJ5JFE	B000S9FEFY	brenda's doing it again
ADNDDTNOTZFXP	B000S9FEFY	sharp witty and interesting in every episode
A2JE0JYIZL5NU4	B000S9FEFY	this is a solid show
A2EMZW4BMHVBHN	B000S9FEFY	one of our favorite shows
A1THRWHZHFQ5TC	B000S9FEFY	awesome show love it
A5EUA08L4LBZ7	B000S9FEFY	the closer season 3
A10ZTG3PIBRPLC	B000S9FEFY	brenda's shine
A2XBI8HCI842HO	B000S9FEFY	closer season 3
A2BF70S2H1MPON	B000S9FEFY	great dramatic comedy series
A1EPOBNL0BGG3T	B000S9FEFY	wow what a fabulous show
A3AYMS3U6SA13A	B000S9FEFY	brenda lee - brenda lee
AANCPGZ2TA1PY	B000S9FEFY	really like it
A135PFXAP2AYY6	B000S9FEFY	one of the best tv shows ever
A2K2FWFFFRWH5C	B000S9FEFY	interesting
A3IN2WR1OYWJTT	B000S9FEFY	loving watching the closer
A20TUZ0XS4K21G	B000S9FEFY	another great season of closer
AEVBL9KK5I2DO	B000S9FEFY	absolutely love season 3
A19MMYMZO363KM	B000S9FEFY	luv it more more more
A2BBBID6B14U9H	B000S9FEFY	best characters on tv
A18AVHAKK13KMF	B000S9FEFY	prime suspect revsited
A1DSOHO7TGCJE6	B000S9FEFY	i love it
A33PNAQ33DGBJG	B000S9FEFY	the closer
A3OGT004OFRYC5	B000S9FEFY	simply the best tv series ever
A3QQ7Q23WUGJB	B000S9FEFY	this is one of my favorite series
A3JZJIPXCY4LAQ	B000S9FEFY	great
A3TVNAGFH62DFG	B000S9FEFY	the closer
A3VED9GZ59WUV5	B000S9FEFY	interesting fun
A1Y92XEKKBS93K	B000S9FEFY	great series
A33W2KHLX4RXJ0	B000S9FEFY	closer season 3
A1VYWOLFR6Q8EK	B000S9FEFY	the second time around
A5KKASK7J5YSQ	B000S9FEFY	perky pushy and get it done kinda cop
A1OOC63SIZ4V98	B000S9FEFY	catching up on a great series
A1LISVBK6TFGMR	B000S9FEFY	like the series very much
A3F0Q7N1R8Z6OE	B000S9FEFY	love it
AR6MI6AVH9YML	B000S9FEFY	even better than 2
AQP1VPK16SVWM	B000S9FEFY	finest season to date of the closer
AGATLN8L4U6R5	B000S9FEFY	love the series
A1TKEITLUQTMWB	B000S9FEFY	really stupid
